commodity,market,district,modal_price
French Beans (Frasbean),PMY Kullu,Kullu,5300.0
Cauliflower,PMY Kullu,Kullu,1800.0
Brinjal,PMY Kullu,Kullu,2300.0
Bottle gourd,PMY Kullu,Kullu,2800.0
Banana,PMY Kullu,Kullu,3900.0
Tomato,SMY Palampur,Kangra,2150.0
Raddish,SMY Palampur,Kangra,1550.0
Peas Wet,SMY Palampur,Kangra,2450.0
Orange,SMY Palampur,Kangra,11000.0
Mousambi (Sweet Lime),SMY Palampur,Kangra,4800.0
Kinnow,SMY Palampur,Kangra,4500.0
Guava,SMY Palampur,Kangra,7100.0
Ber (Zizyphus/Borehannu),SMY Palampur,Kangra,4500.0
Cowpea (Veg),North Paravur APMC,Ernakulam,3500.0
Ginger (Green),PMY Dhalli Shimla,Shimla,6500.0
Pumpkin,PMY Dhalli Shimla,Shimla,2000.0
Guava,Parimpore APMC,Srinagar,7250.0
Green Chilli,Parimpore APMC,Srinagar,7500.0
Cucumbar (Kheera),Parimpore APMC,Srinagar,4250.0
Coriander (Leaves),Parimpore APMC,Srinagar,3750.0
Cabbage,Parimpore APMC,Srinagar,950.0
Brinjal,Parimpore APMC,Srinagar,2750.0
Banana,Parimpore APMC,Srinagar,5700.0
Pomegranate,Rajouri (F&V) APMC,Rajouri,8500.0
Leafy Vegetable,Parimpore APMC,Srinagar,2750.0
Papaya,Rajouri (F&V) APMC,Rajouri,3500.0
Tender Coconut,Narwal Jammu (F&V) APMC,Jammu,4550.0
Raddish,Narwal Jammu (F&V) APMC,Jammu,950.0
Mousambi (Sweet Lime),Narwal Jammu (F&V) APMC,Jammu,4250.0
Mashrooms,Narwal Jammu (F&V) APMC,Jammu,12500.0
Lotus Sticks,Narwal Jammu (F&V) APMC,Jammu,7650.0
Guava,Narwal Jammu (F&V) APMC,Jammu,7250.0
French Beans (Frasbean),Narwal Jammu (F&V) APMC,Jammu,4500.0
Field Pea,Narwal Jammu (F&V) APMC,Jammu,2250.0
Tomato,Narwal Jammu (F&V) APMC,Jammu,2100.0
Pineapple,Parimpore APMC,Srinagar,7250.0
Pineapple,Parimpore APMC,Srinagar,10200.0
Pomegranate,Parimpore APMC,Srinagar,18500.0
Ladies Finger,"Binny Mill (F&V), Bangalore APMC",Bangalore,3300.0
Knool Khol,"Binny Mill (F&V), Bangalore APMC",Bangalore,1300.0
Karbuja (Musk Melon),"Binny Mill (F&V), Bangalore APMC",Bangalore,1300.0
Green Avare (W),"Binny Mill (F&V), Bangalore APMC",Bangalore,3400.0
Grapes,"Binny Mill (F&V), Bangalore APMC",Bangalore,4000.0
Chapparad Avare,"Binny Mill (F&V), Bangalore APMC",Bangalore,3600.0
Carrot,"Binny Mill (F&V), Bangalore APMC",Bangalore,2500.0
Capsicum,"Binny Mill (F&V), Bangalore APMC",Bangalore,2800.0
Cabbage,"Binny Mill (F&V), Bangalore APMC",Bangalore,800.0
Bottle gourd,"Binny Mill (F&V), Bangalore APMC",Bangalore,2000.0
Banana - Green,"Binny Mill (F&V), Bangalore APMC",Bangalore,1900.0
Apple,"Binny Mill (F&V), Bangalore APMC",Bangalore,14000.0
Alsandikai,"Binny Mill (F&V), Bangalore APMC",Bangalore,2800.0
Onion,Bangalore APMC,Bangalore,1500.0
Ginger (Green),Bangalore APMC,Bangalore,4000.0
Bajra (Pearl Millet/Cumbu),Bagalakot APMC,Bagalkot,1989.0
Raddish,Parimpore APMC,Srinagar,2100.0
Potato,Parimpore APMC,Srinagar,1050.0
Potato,Parimpore APMC,Srinagar,750.0
Carrot,Narwal Jammu (F&V) APMC,Jammu,1250.0
Bhindi (Ladies Finger),Narwal Jammu (F&V) APMC,Jammu,5750.0
Tomato,SMY Takarla,Una,2500.0
Spinach,SMY Takarla,Una,800.0
Grapes,PMY Kather Solan,Solan,12000.0
Chikoos (Sapota),PMY Kather Solan,Solan,5000.0
Carrot,PMY Kather Solan,Solan,1400.0
Brinjal,PMY Kather Solan,Solan,2200.0
Bhindi (Ladies Finger),PMY Kather Solan,Solan,6000.0
Banana,PMY Kather Solan,Solan,4800.0
Apple,PMY Paonta Sahib,Sirmore,13000.0
Raddish,SMY Rohroo,Shimla,2100.0
Pomegranate,SMY Rohroo,Shimla,12500.0
Onion,SMY Rohroo,Shimla,2000.0
Guava,SMY Rohroo,Shimla,6500.0
Ginger (Green),SMY Rohroo,Shimla,7500.0
Coriander (Leaves),SMY Rohroo,Shimla,5500.0
Banana,SMY Rohroo,Shimla,3000.00015
Raddish,SMY Rampur,Shimla,1500.0
Peas Wet,SMY Rampur,Shimla,4200.0
Methi (Leaves),SMY Rampur,Shimla,4000.0
Tomato,PMY Dhalli Shimla,Shimla,1800.0
Raddish,PMY Dhalli Shimla,Shimla,1400.0
Kinnow,PMY Kather Solan,Solan,3800.0
Pomegranate,PMY Dhalli Shimla,Shimla,12000.0
Mashrooms,PMY Kather Solan,Solan,10000.0
Papaya,PMY Kather Solan,Solan,2800.0
Raddish,SMY Takarla,Una,1000.0
Potato,SMY Takarla,Una,900.0
Kinnow,SMY Takarla,Una,4000.0
Cauliflower,SMY Takarla,Una,1100.0
Cabbage,SMY Takarla,Una,700.0
Potato,SMY Santoshgarh,Una,750.0
Orange,SMY Santoshgarh,Una,3800.0
Methi (Leaves),SMY Santoshgarh,Una,950.0
Elephant Yam (Suran)/Amorphophallus,SMY Santoshgarh,Una,4200.0
Cucumbar (Kheera),SMY Santoshgarh,Una,3450.0
Colacasia,SMY Santoshgarh,Una,2000.0
Raddish,SMY Nalagarh,Solan,800.0
Pumpkin,SMY Nalagarh,Solan,1800.0
Potato,SMY Nalagarh,Solan,800.0
Garlic,SMY Nalagarh,Solan,7000.0
Carrot,SMY Nalagarh,Solan,1300.0
Tomato,PMY Kather Solan,Solan,1800.0
Potato,PMY Kather Solan,Solan,800.0
Pineapple,PMY Kather Solan,Solan,5000.0
Onion,PMY Kather Solan,Solan,2000.0
Indian Beans (Seam),North Paravur APMC,Ernakulam,5800.0
Little gourd (Kundru),North Paravur APMC,Ernakulam,4800.0
Mint (Pudina),North Paravur APMC,Ernakulam,6500.0
Snakeguard,Parappanangadi APMC,Malappuram,2700.0
Pumpkin,Parappanangadi APMC,Malappuram,1600.0
Potato,Parappanangadi APMC,Malappuram,2100.0
Mint (Pudina),Parappanangadi APMC,Malappuram,5100.0
French Beans (Frasbean),Parappanangadi APMC,Malappuram,4700.0
Elephant Yam (Suran)/Amorphophallus,Parappanangadi APMC,Malappuram,3100.0
Drumstick,Parappanangadi APMC,Malappuram,16600.0
Cucumbar (Kheera),Parappanangadi APMC,Malappuram,2900.0
Tapioca,Parappanangadi APMC,Malappuram,2500.0
Cowpea (Veg),Parappanangadi APMC,Malappuram,3600.0
Carrot,Parappanangadi APMC,Malappuram,3700.0
Capsicum,Parappanangadi APMC,Malappuram,6100.0
Cabbage,Parappanangadi APMC,Malappuram,1400.0
Brinjal,Parappanangadi APMC,Malappuram,2400.0
Bottle gourd,Parappanangadi APMC,Malappuram,2100.0
Bhindi (Ladies Finger),Parappanangadi APMC,Malappuram,4400.0
Banana - Green,Parappanangadi APMC,Malappuram,2400.0
Banana,Parappanangadi APMC,Malappuram,3100.0
Cluster beans,Parappanangadi APMC,Malappuram,4600.0
Beetroot,Perinthalmanna APMC,Malappuram,3400.0
Bitter gourd,Perinthalmanna APMC,Malappuram,4000.0
Carrot,Perinthalmanna APMC,Malappuram,5000.0
Cucumbar (Kheera),Palakkad APMC,Palakad,2200.0
Bottle gourd,Palakkad APMC,Palakad,2700.0
Black Gram (Urd Beans)(Whole),Palakkad APMC,Palakad,11000.0
Banana,Palakkad APMC,Palakad,6600.0
Ashgourd,Palakkad APMC,Palakad,1700.0
Ashgourd,Palakkad APMC,Palakad,1700.0
Cucumbar (Kheera),Kottayi VFPCK APMC,Palakad,2600.0
Green Chilli,Koduvayoor APMC,Palakad,4700.0
Tomato,Thirurrangadi APMC,Malappuram,1300.0
Snakeguard,Thirurrangadi APMC,Malappuram,2000.0
Potato,Thirurrangadi APMC,Malappuram,2900.0
Green Chilli,Thirurrangadi APMC,Malappuram,5000.0
Bottle gourd,Thirurrangadi APMC,Malappuram,2300.0
Beetroot,Thirurrangadi APMC,Malappuram,3200.0
Ashgourd,Thirurrangadi APMC,Malappuram,2200.0
Snakeguard,Thalappara VFPCK APMC,Malappuram,1900.0
Onion,Perinthalmanna APMC,Malappuram,2500.0
Colacasia,Perinthalmanna APMC,Malappuram,3800.0
Cauliflower,Perinthalmanna APMC,Malappuram,3500.0
Ashgourd,Parappanangadi APMC,Malappuram,1400.0
Amla (Nelli Kai),Parappanangadi APMC,Malappuram,4700.0
Banana,Pallikkal VFPCK APMC,Malappuram,3001.0
Snakeguard,Manjeri APMC,Malappuram,2450.0
Cauliflower,Quilandy APMC,Kozhikode (Calicut),3400.0
Banana - Green,Quilandy APMC,Kozhikode (Calicut),3000.0
Pumpkin,Perambra APMC,Kozhikode (Calicut),1700.0
Potato,Perambra APMC,Kozhikode (Calicut),2100.0
Green Chilli,Perambra APMC,Kozhikode (Calicut),6000.0
Elephant Yam (Suran)/Amorphophallus,Perambra APMC,Kozhikode (Calicut),4000.0
Drumstick,Perambra APMC,Kozhikode (Calicut),16500.0
Cowpea (Veg),Perambra APMC,Kozhikode (Calicut),5000.0
Carrot,Perambra APMC,Kozhikode (Calicut),4200.0
Brinjal,Perambra APMC,Kozhikode (Calicut),2800.0
Bottle gourd,Perambra APMC,Kozhikode (Calicut),3000.0
Beetroot,Perambra APMC,Kozhikode (Calicut),2800.0
Banana - Green,Perambra APMC,Kozhikode (Calicut),2500.0
Bhindi (Ladies Finger),Kodiyathur VFPCK APMC,Kozhikode (Calicut),4900.0
Tomato,Kallachi APMC,Kozhikode (Calicut),2100.0
Snakeguard,Kallachi APMC,Kozhikode (Calicut),4000.0
Pumpkin,Kallachi APMC,Kozhikode (Calicut),2000.0
Elephant Yam (Suran)/Amorphophallus,Kallachi APMC,Kozhikode (Calicut),4000.0
Carrot,Kallachi APMC,Kozhikode (Calicut),4000.0
Cluster beans,Quilandy APMC,Kozhikode (Calicut),4000.0
Garlic,Palakkad APMC,Palakad,14600.0
Coriander (Leaves),Quilandy APMC,Kozhikode (Calicut),5500.0
French Beans (Frasbean),Quilandy APMC,Kozhikode (Calicut),5000.0
Pumpkin,Manjeri APMC,Malappuram,1550.0
Little gourd (Kundru),Manjeri APMC,Malappuram,4050.0
Cucumbar (Kheera),Manjeri APMC,Malappuram,1800.0
Cowpea (Veg),Manjeri APMC,Malappuram,6050.0
Brinjal,Manjeri APMC,Malappuram,3300.0
Bitter gourd,Manjeri APMC,Malappuram,4550.0
Banana - Green,Manjeri APMC,Malappuram,2800.0
Bhindi (Ladies Finger),Kottakkal APMC,Malappuram,4200.0
Banana - Green,Kottakkal APMC,Malappuram,4000.0
Bottle gourd,Kodakkad VFPCK APMC,Malappuram,1201.0
Tomato,Vengeri (Kozhikode) APMC,Kozhikode (Calicut),2200.0
French Beans (Frasbean),Vengeri (Kozhikode) APMC,Kozhikode (Calicut),4300.0
Cucumbar (Kheera),Vengeri (Kozhikode) APMC,Kozhikode (Calicut),2900.0
Cowpea (Veg),Vengeri (Kozhikode) APMC,Kozhikode (Calicut),3000.0
Brinjal,Vengeri (Kozhikode) APMC,Kozhikode (Calicut),1800.0
Bottle gourd,Vengeri (Kozhikode) APMC,Kozhikode (Calicut),2300.0
Long Melon (Kakri),Vellannur VFPCK APMC,Kozhikode (Calicut),3400.0
Tomato,Quilandy APMC,Kozhikode (Calicut),2000.0
Ginger (Green),Quilandy APMC,Kozhikode (Calicut),8000.0
Elephant Yam (Suran)/Amorphophallus,Quilandy APMC,Kozhikode (Calicut),3800.0
Bitter gourd,Kallachi APMC,Kozhikode (Calicut),4000.0
Green Avare (W),Palakkad APMC,Palakad,4400.0
Kabuli Chana (Chickpeas-White),Palakkad APMC,Palakad,11100.0
Bhindi (Ladies Finger),Veloorkkara VFPCK APMC,Thirssur,4200.0
Banana,Thottippal VFPCK APMC,Thirssur,1200.0
Cowpea (Veg),Pazhayannur VFPCK APMC,Thirssur,4500.0
Banana,Pananchery VFPCK APMC,Thirssur,3600.0
Tapioca,Kodungalloor APMC,Thirssur,2800.0
Elephant Yam (Suran)/Amorphophallus,Kodungalloor APMC,Thirssur,3000.0
Cowpea (Veg),Chelakkara VFPCK APMC,Thirssur,4200.0
Green Chilli,Chavakkad APMC,Thirssur,8000.0
Ashgourd,Wadakkanchery APMC,Thirssur,2600.0
Ginger (Green),Chavakkad APMC,Thirssur,10000.0
Brinjal,Chavakkad APMC,Thirssur,4400.0
Bhindi (Ladies Finger),Chavakkad APMC,Thirssur,5600.0
Banana,Seethathode VFPCK APMC,Pathanamthitta,3700.0
Bhindi (Ladies Finger),Ranniangadi APMC,Pathanamthitta,5200.0
Brinjal,Parakkodu APMC,Pathanamthitta,2500.0
Banana - Green,Parakkodu APMC,Pathanamthitta,4700.0
Ashgourd,Parakkodu APMC,Pathanamthitta,2500.0
Bhindi (Ladies Finger),Omalloor APMC,Pathanamthitta,700.0
Elephant Yam (Suran)/Amorphophallus,Chavakkad APMC,Thirssur,4000.0
Beetroot,Wadakkanchery APMC,Thirssur,3700.0
Bitter gourd,Wadakkanchery APMC,Thirssur,4200.0
Cowpea (Veg),Wadakkanchery APMC,Thirssur,4700.0
Green Chilli,Chala APMC,Thiruvananthapuram,9500.0
Green Chilli,Chala APMC,Thiruvananthapuram,5000.0
Bottle gourd,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,1750.0
Elephant Yam (Suran)/Amorphophallus,Chala APMC,Thiruvananthapuram,3000.0
Drumstick,Chala APMC,Thiruvananthapuram,14000.0
Cluster beans,Chala APMC,Thiruvananthapuram,3400.0
Cauliflower,Chala APMC,Thiruvananthapuram,4800.0
Carrot,Chala APMC,Thiruvananthapuram,4000.0
Capsicum,Chala APMC,Thiruvananthapuram,5700.0
Brinjal,Chala APMC,Thiruvananthapuram,3300.0
Beetroot,Chala APMC,Thiruvananthapuram,3700.0
Banana,Chala APMC,Thiruvananthapuram,5300.0
Ashgourd,Chala APMC,Thiruvananthapuram,1600.0
Cucumbar (Kheera),Balaramapuram VFPCK APMC,Thiruvananthapuram,2000.0
Banana,Balaramapuram VFPCK APMC,Thiruvananthapuram,2000.0
Banana,Balaramapuram VFPCK APMC,Thiruvananthapuram,4200.0
Tomato,Wadakkanchery APMC,Thirssur,2800.0
Snakeguard,Wadakkanchery APMC,Thirssur,4200.0
Pumpkin,Wadakkanchery APMC,Thirssur,2000.0
Ashgourd,Omalloor APMC,Pathanamthitta,200.0
Elephant Yam (Suran)/Amorphophallus,Mezhuveli VFPCK APMC,Pathanamthitta,5900.0
Ginger (Green),Kuttoor APMC,Pathanamthitta,7000.0
Banana,Kalanjoor VFPCK APMC,Pathanamthitta,5000.0
Snakeguard,Pattambi APMC,Palakad,2800.0
Pumpkin,Pattambi APMC,Palakad,1300.0
Potato,Pattambi APMC,Palakad,2600.0
Mango (Raw-Ripe),Pattambi APMC,Palakad,5800.0
Little gourd (Kundru),Pattambi APMC,Palakad,4800.0
Green Chilli,Pattambi APMC,Palakad,5800.0
Drumstick,Pattambi APMC,Palakad,12500.0
Cauliflower,Pattambi APMC,Palakad,2800.0
Brinjal,Pattambi APMC,Palakad,2800.0
Bottle gourd,Pattambi APMC,Palakad,3200.0
Bitter gourd,Pattambi APMC,Palakad,6200.0
Bhindi (Ladies Finger),Pattambi APMC,Palakad,3800.0
Beetroot,Pattambi APMC,Palakad,2800.0
Banana - Green,Pattambi APMC,Palakad,3800.0
Banana,Pattambi APMC,Palakad,3800.0
Water Melon,Palakkad APMC,Palakad,2200.0
Sweet Potato,Palakkad APMC,Palakad,3000.0
Snakeguard,Palakkad APMC,Palakad,3700.0
Lime,Palakkad APMC,Palakad,4600.0
Sweet Potato,Pattambi APMC,Palakad,2800.0
Green Peas,Palakkad APMC,Palakad,11100.0
Colacasia,Puthupariyaram VFPCK APMC,Palakad,4000.0
Banana,Vadakkenchery APMC,Palakad,5000.0
Elephant Yam (Suran)/Amorphophallus,Ezhamkulam APMC,Pathanamthitta,4500.0
Cucumbar (Kheera),Ezhamkulam APMC,Pathanamthitta,3800.0
Coconut,Ezhamkulam APMC,Pathanamthitta,6500.0
Bhindi (Ladies Finger),Ezhamkulam APMC,Pathanamthitta,4800.0
Ashgourd,Ezhamkulam APMC,Pathanamthitta,3000.0
Banana,Enadimangalam VFPCK APMC,Pathanamthitta,4200.0
Banana,Chittar VFPCK APMC,Pathanamthitta,5400.0
Tomato,vadakarapathy APMC,Palakad,1300.0
Snakeguard,vadakarapathy APMC,Palakad,1200.0
Ridgeguard (Tori),vadakarapathy APMC,Palakad,3500.0
Cowpea (Veg),vadakarapathy APMC,Palakad,3200.0
Colacasia,vadakarapathy APMC,Palakad,2700.0
Beetroot,vadakarapathy APMC,Palakad,1700.0
Ashgourd,vadakarapathy APMC,Palakad,1300.0
Bhindi (Ladies Finger),Vithinasserri VFPCK APMC,Palakad,3400.0
Cowpea (Veg),Vaniyamkulam VFPCK APMC,Palakad,5800.0
Brinjal,Vadakkenchery APMC,Palakad,4500.0
Bottle gourd,Vadakkenchery APMC,Palakad,3000.0
Banana,Vadakkenchery APMC,Palakad,3500.0
Ashgourd,Vadakkenchery APMC,Palakad,2500.0
Mashrooms,SMY Jaisinghpur,Kangra,16000.0
Beetroot,Kallachi APMC,Kozhikode (Calicut),4000.0
Ashgourd,Kallachi APMC,Kozhikode (Calicut),2000.0
Tapioca,Sreekandapuram VFPCK APMC,Kannur,3000.0
Tapioca,Payyannur APMC,Kannur,4100.0
Cucumbar (Kheera),Payyannur APMC,Kannur,2000.0
Tapioca,Payam VFPCK APMC,Kannur,3000.0
Banana - Green,Pattiyam VFPCK APMC,Kannur,5200.0
Green Chilli,Kuthuparambu APMC,Kannur,8000.0
Coconut Seed,Kuthuparambu APMC,Kannur,5500.0
Cucumbar (Kheera),Taliparamba APMC,Kannur,3800.0
Banana,Kolayad VFPCK APMC,Kannur,4000.0
Cowpea (Veg),Kannur APMC,Kannur,4000.0
Banana - Green,Kannur APMC,Kannur,3900.0
Banana,Chavassery VFPCK APMC,Kannur,4000.0
Bitter gourd,Thompramkudi VFPCK APMC,Idukki,3300.0
Ginger (Green),Thodupuzha APMC,Idukki,7200.0
Banana,Kuthuparambu APMC,Kannur,7500.0
Green Chilli,Taliparamba APMC,Kannur,7000.0
Banana,Kanjangadu APMC,Kasargod,4400.0
Banana - Green,Kanjangadu APMC,Kasargod,3400.0
Carrot,Manjeswaram APMC,Kasargod,3500.0
Brinjal,Manjeswaram APMC,Kasargod,5500.0
Beetroot,Manjeswaram APMC,Kasargod,3500.0
Thondekai,Madikai VFPCK APMC,Kasargod,4500.0
Pumpkin,Kasargod APMC,Kasargod,2100.0
Cucumbar (Kheera),Kasargod APMC,Kasargod,1900.0
Cowpea (Veg),Kasargod APMC,Kasargod,4800.0
Banana,Kasargod APMC,Kasargod,3900.0
Tomato,Kanjangadu APMC,Kasargod,2200.0
Tapioca,Kanjangadu APMC,Kasargod,3000.0
Cucumbar (Kheera),Kanjangadu APMC,Kasargod,3000.0
Coconut,Kanjangadu APMC,Kasargod,6400.0
Cabbage,Kanjangadu APMC,Kasargod,3000.0
Brinjal,Kanjangadu APMC,Kasargod,4800.0
Bitter gourd,Kanjangadu APMC,Kasargod,6500.0
Bhindi (Ladies Finger),Kanjangadu APMC,Kasargod,6600.0
French Beans (Frasbean),Thodupuzha APMC,Idukki,5700.0
Cabbage,Thodupuzha APMC,Idukki,3600.0
Bitter gourd,Rajakkad VFPCK APMC,Idukki,3300.0
French Beans (Frasbean),Munnar APMC,Idukki,7500.0
Pumpkin,Perumbavoor APMC,Ernakulam,1800.0
Potato,Perumbavoor APMC,Ernakulam,2400.0
Onion,Perumbavoor APMC,Ernakulam,2500.0
Mango (Raw-Ripe),Perumbavoor APMC,Ernakulam,4800.0
Lemon,Perumbavoor APMC,Ernakulam,5500.0
Green Chilli,Perumbavoor APMC,Ernakulam,5400.0
Cowpea (Veg),Perumbavoor APMC,Ernakulam,2800.0
Colacasia,Perumbavoor APMC,Ernakulam,3600.0
Cauliflower,Perumbavoor APMC,Ernakulam,3000.0
Brinjal,Perumbavoor APMC,Ernakulam,2800.0
Bhindi (Ladies Finger),Perumbavoor APMC,Ernakulam,4000.0
Beetroot,Perumbavoor APMC,Ernakulam,3000.0
Banana,Perumbavoor APMC,Ernakulam,4300.0
Banana,Perumbavoor APMC,Ernakulam,2300.0
Ashgourd,Perumbavoor APMC,Ernakulam,2100.0
Seemebadnekai,North Paravur APMC,Ernakulam,2500.0
Pumpkin,North Paravur APMC,Ernakulam,2000.0
Pineapple,North Paravur APMC,Ernakulam,5800.0
Onion,North Paravur APMC,Ernakulam,4000.0
Snakeguard,Perumbavoor APMC,Ernakulam,3300.0
Cucumbar (Kheera),Manjeswaram APMC,Kasargod,2500.0
Tapioca,Perumbavoor APMC,Ernakulam,1800.0
Bottle gourd,Piravam APMC,Ernakulam,3500.0
Cowpea (Veg),Munnar APMC,Idukki,6800.0
Coriander (Leaves),Munnar APMC,Idukki,7000.0
Cauliflower,Munnar APMC,Idukki,6000.0
Pineapple,Vengola VFPCK APMC,Ernakulam,4300.0
Tapioca,Thrippunithura APMC,Ernakulam,3200.0
Snakeguard,Thrippunithura APMC,Ernakulam,5200.0
Ginger (Green),Thrippunithura APMC,Ernakulam,10000.0
Cowpea (Veg),Thrippunithura APMC,Ernakulam,5500.0
Capsicum,Thrippunithura APMC,Ernakulam,8000.0
Cabbage,Thrippunithura APMC,Ernakulam,4000.0
Bitter gourd,Thrippunithura APMC,Ernakulam,5500.0
Beetroot,Thrippunithura APMC,Ernakulam,4800.0
Snakeguard,Thiruvaniyoor VFPCK APMC,Ernakulam,2800.0
Banana,Thiruvaniyoor VFPCK APMC,Ernakulam,3300.0
Ashgourd,Thiruvaniyoor VFPCK APMC,Ernakulam,2700.0
Banana - Green,Puthenvelikkara VFPCK APMC,Ernakulam,3900.0
Cowpea (Veg),Piravam APMC,Ernakulam,7000.0
Colacasia,Piravam APMC,Ernakulam,4500.0
Brinjal,Piravam APMC,Ernakulam,6500.0
Tomato,Perumbavoor APMC,Ernakulam,3800.0
Banana - Green,Kallachi APMC,Kozhikode (Calicut),4000.0
Ginger (Green),Manjeswaram APMC,Kasargod,7000.0
Pumpkin,Manjeswaram APMC,Kasargod,2250.0
Tomato,Kottayam APMC,Kottayam,3000.0
Tomato,Kottayam APMC,Kottayam,3800.0
Rice,Kottayam APMC,Kottayam,4900.0
Onion,Kottayam APMC,Kottayam,2800.0
Green Gram (Moong)(Whole),Kottayam APMC,Kottayam,10300.0
Cucumbar (Kheera),Kottayam APMC,Kottayam,2200.0
Brinjal,Kottayam APMC,Kottayam,4400.0
Bitter gourd,Kottayam APMC,Kottayam,6000.0
Banana - Green,Kuruppanthura APMC,Kottayam,4000.0
Bhindi (Ladies Finger),Kottayam APMC,Kottayam,3600.0
Banana,Kottayam APMC,Kottayam,7400.0
Banana,Kottayam APMC,Kottayam,4000.0
Banana,Kattampak VFPCK APMC,Kottayam,1500.0
Snakeguard,Ettumanoor VFPCK APMC,Kottayam,3500.0
Bitter gourd,Ettumanoor VFPCK APMC,Kottayam,6000.0
Banana,Ettumanoor VFPCK APMC,Kottayam,3200.0
Snakeguard,Ettumanoor APMC,Kottayam,4100.0
Pumpkin,Ettumanoor APMC,Kottayam,2000.0
Bengal Gram (Gram)(Whole),Kottayam APMC,Kottayam,7900.0
Brinjal,Kuruppanthura APMC,Kottayam,4500.0
Capsicum,Kuruppanthura APMC,Kottayam,8500.0
Banana - Green,Pala APMC,Kottayam,4200.0
Bitter gourd,Vakathanam VFPCK APMC,Kottayam,5400.0
Snakeguard,Thalayolaparambu APMC,Kottayam,3800.0
Onion,Thalayolaparambu APMC,Kottayam,3200.0
Mango (Raw-Ripe),Thalayolaparambu APMC,Kottayam,5100.0
Lemon,Thalayolaparambu APMC,Kottayam,7100.0
Drumstick,Thalayolaparambu APMC,Kottayam,12000.0
Bhindi (Ladies Finger),Thalayolaparambu APMC,Kottayam,4300.0
Beetroot,Thalayolaparambu APMC,Kottayam,2500.0
Banana,Thalayolaparambu APMC,Kottayam,3500.0
Banana,Thalayolaparambu APMC,Kottayam,2000.0
Ashgourd,Thalayolaparambu APMC,Kottayam,1500.0
Banana - Green,Parathode VFPCK APMC,Kottayam,2900.0
Snakeguard,Pala APMC,Kottayam,4400.0
Onion,Pala APMC,Kottayam,3000.0
Cluster beans,Pala APMC,Kottayam,6200.0
Carrot,Pala APMC,Kottayam,4200.0
Cabbage,Pala APMC,Kottayam,3500.0
Bhindi (Ladies Finger),Pala APMC,Kottayam,5400.0
Beetroot,Pala APMC,Kottayam,4800.0
Little gourd (Kundru),Ettumanoor APMC,Kottayam,4700.0
Ginger (Green),Ettumanoor APMC,Kottayam,6800.0
Colacasia,Ettumanoor APMC,Kottayam,4500.0
Carrot,Ettumanoor APMC,Kottayam,4000.0
Tapioca,Anchal APMC,Kollam,2500.0
Cucumbar (Kheera),Anchal APMC,Kollam,2500.0
Brinjal,Anchal APMC,Kollam,4700.0
Beetroot,Anchal APMC,Kollam,3600.0
Long Melon (Kakri),Pullur Periya VFPCK APMC,Kasargod,2900.0
Cowpea (Veg),Pullur Periya VFPCK APMC,Kasargod,4900.0
Bhindi (Ladies Finger),Pullur Periya VFPCK APMC,Kasargod,4100.0
Potato,Neeleswaram APMC,Kasargod,3500.0
Onion,Neeleswaram APMC,Kasargod,2800.0
Lemon,Neeleswaram APMC,Kasargod,7000.0
Elephant Yam (Suran)/Amorphophallus,Neeleswaram APMC,Kasargod,5500.0
Copra,Neeleswaram APMC,Kasargod,21000.0
Coconut,Neeleswaram APMC,Kasargod,6400.0
Cabbage,Neeleswaram APMC,Kasargod,3000.0
Bhindi (Ladies Finger),Neeleswaram APMC,Kasargod,6000.0
Beetroot,Neeleswaram APMC,Kasargod,4600.0
Banana - Green,Neeleswaram APMC,Kasargod,4000.0
Sweet Potato,Manjeswaram APMC,Kasargod,2250.0
Bitter gourd,Anchal VFPCK APMC,Kollam,9000.0
Little gourd (Kundru),Manjeswaram APMC,Kasargod,9000.0
Banana - Green,Channapetta VFPCK APMC,Kollam,4500.0
Banana,Chathanoor APMC,Kollam,6000.0
Cabbage,Ettumanoor APMC,Kottayam,2600.0
Bhindi (Ladies Finger),Ettumanoor APMC,Kottayam,5200.0
Beetroot,Ettumanoor APMC,Kottayam,2400.0
Ashgourd,Ettumanoor APMC,Kottayam,2000.0
Cowpea (Veg),Aymanam VFPCK APMC,Kottayam,5000.0
Beetroot,Athirampuzha APMC,Kottayam,4200.0
Banana - Green,Athirampuzha APMC,Kottayam,3600.0
Banana,Piravanthoor VFPCK APMC,Kollam,3500.0
Banana,Pattazhy North VFPCK APMC,Kollam,2500.0
Bitter gourd,Neduvathoor VFPCK APMC,Kollam,9000.0
Banana,Neduvathoor VFPCK APMC,Kollam,6000.0
Tomato,Kottarakkara APMC,Kollam,3200.0
Green Chilli,Kottarakkara APMC,Kollam,5200.0
Banana - Green,Kottarakkara APMC,Kollam,3700.0
Banana,Edamon VFPCK APMC,Kollam,1800.0
Little gourd (Kundru),Chathanoor APMC,Kollam,4000.0
Indian Beans (Seam),Chathanoor APMC,Kollam,6000.0
Ginger (Green),Chathanoor APMC,Kollam,9000.0
Carrot,Chathanoor APMC,Kollam,6000.0
Banana,Chathanoor APMC,Kollam,6000.0
Grapes,SMY Jaisinghpur,Kangra,15500.0
Cucumbar (Kheera),SMY Jaisinghpur,Kangra,4600.0
Chikoos (Sapota),SMY Jaisinghpur,Kangra,5800.0
