commodity,market,district,modal_price
Cucumbar (Kheera),Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,2900.0
Coriander (Leaves),Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,5800.0
Chow Chow,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,2300.0
Chikoos (Sapota),Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,3350.0
Carrot,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,3900.0
Capsicum,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,6850.0
Bitter gourd,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,3400.0
Beetroot,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,2900.0
Beans,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,6650.0
Banana - Green,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,2900.0
Ashgourd,Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,1750.0
Amla (Nelli Kai),Dharmapuri (Uzhavar Sandhai ) APMC,Dharmapuri,7400.0
Sweet Potato,AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,2600.0
Onion Green,AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,3200.0
Lemon,AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,8000.0
Green Chilli,AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,5800.0
Green Avare (W),AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,3500.0
Ginger (Green),AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,9100.0
Colacasia,AJattihalli (Uzhavar Sandhai ) APMC,Dharmapuri,6000.0
Brinjal,Vadalur (Uzhavar Sandhai ) APMC,Cuddalore,4500.0
Green Chilli,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,5650.0
Lemon,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,8800.0
Coconut,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,5400.0
Cluster beans,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,4750.0
Carrot,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,4650.0
Brinjal,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,5650.0
Bottle gourd,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,1100.0
Beetroot,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,4200.0
Beans,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,5200.0
Coconut,Vedasanthur (Uzhavar Sandhai ) APMC,Dindigul,5250.0
Coriander (Leaves),Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,4750.0
Bottle gourd,Vedasanthur (Uzhavar Sandhai ) APMC,Dindigul,1250.0
Tomato,Palani (Uzhavar Sandhai ) APMC,Dindigul,1250.0
Thondekai,Palani (Uzhavar Sandhai ) APMC,Dindigul,4250.0
Tapioca,Palani (Uzhavar Sandhai ) APMC,Dindigul,2750.0
Soyabean,Palani (Uzhavar Sandhai ) APMC,Dindigul,8500.0
Pumpkin,Palani (Uzhavar Sandhai ) APMC,Dindigul,1300.0
Papaya,Palani (Uzhavar Sandhai ) APMC,Dindigul,2250.0
Mango (Raw-Ripe),Palani (Uzhavar Sandhai ) APMC,Dindigul,7500.0
Indian Beans (Seam),Palani (Uzhavar Sandhai ) APMC,Dindigul,4250.0
Yam (Ratalu),Palani (Uzhavar Sandhai ) APMC,Dindigul,5500.0
Elephant Yam (Suran)/Amorphophallus,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,3350.0
Ginger (Green),Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,7200.0
Green Avare (W),Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,5200.0
Onion Green,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,2250.0
Lemon,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,5250.0
Groundnut,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,4250.0
Elephant Yam (Suran)/Amorphophallus,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,2400.0
Drumstick,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,6750.0
Coriander (Leaves),Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,3750.0
Coconut,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,5200.0
Bottle gourd,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,1300.0
Bhindi (Ladies Finger),Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,4200.0
Banana - Green,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,3250.0
Banana,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,2200.0
Tapioca,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,2350.0
Sweet Potato,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,5250.0
Snakeguard,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,3650.0
Ridgeguard (Tori),Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,4350.0
Onion,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,3350.0
Maize,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,3650.0
Lemon,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,8200.0
Guava,Gobichettipalayam (Uzhavar Sandhai ) APMC,Erode,5250.0
Green Chilli,Palani (Uzhavar Sandhai ) APMC,Dindigul,5000.0
Drumstick,Palani (Uzhavar Sandhai ) APMC,Dindigul,13000.0
Cowpea (Veg),Palani (Uzhavar Sandhai ) APMC,Dindigul,2250.0
Chikoos (Sapota),Palani (Uzhavar Sandhai ) APMC,Dindigul,3750.0
Yam (Ratalu),Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,6500.0
Snakeguard,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,5500.0
Papaya,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,3250.0
Lemon,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,2750.0
Green Chilli,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,5500.0
Ginger (Green),Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,8500.0
Elephant Yam (Suran)/Amorphophallus,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,5500.0
Drumstick,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,9000.0
Coriander (Leaves),Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,2750.0
Chow Chow,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,2750.0
Carrot,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,4750.0
Bottle gourd,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,1750.0
Beetroot,Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,4750.0
Amla (Nelli Kai),Chinnalapatti (Uzhavar Sandhai ) APMC,Dindigul,4500.0
Snakeguard,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,2900.0
Raddish,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,1900.0
Pumpkin,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,2400.0
Papaya,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,2900.0
Onion Green,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,3900.0
Amla (Nelli Kai),Dindigul (Uzhavar Sandhai ) APMC,Dindigul,4000.0
Green Peas,Pennagaram (Uzhavar Sandhai ) APMC,Dharmapuri,5800.0
Ashgourd,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,2500.0
Beetroot,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,4500.0
Bottle gourd,Palani (Uzhavar Sandhai ) APMC,Dindigul,1150.0
Bhindi (Ladies Finger),Palani (Uzhavar Sandhai ) APMC,Dindigul,3750.0
Banana - Green,Palani (Uzhavar Sandhai ) APMC,Dindigul,3750.0
Ashgourd,Palani (Uzhavar Sandhai ) APMC,Dindigul,1800.0
Yam (Ratalu),Dindigul (Uzhavar Sandhai ) APMC,Dindigul,6500.0
Tapioca,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,3300.0
Tamarind Fruit,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,15000.0
Soyabean,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,9000.0
Raddish,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,3300.0
Pumpkin,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,1750.0
Onion Green,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,3500.0
Onion,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,3300.0
Lemon,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,2500.0
Knool Khol,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,3500.0
Guava,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,7000.0
Green Peas,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,6000.0
Green Avare (W),Dindigul (Uzhavar Sandhai ) APMC,Dindigul,7500.0
Coriander (Leaves),Dindigul (Uzhavar Sandhai ) APMC,Dindigul,2500.0
Carrot,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,4500.0
Banana - Green,Dindigul (Uzhavar Sandhai ) APMC,Dindigul,1750.0
Papaya,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,2400.0
Bottle gourd,Vadalur (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Beetroot,Vadalur (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Chikoos (Sapota),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3600.0
Bhindi (Ladies Finger),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,5300.0
Beetroot,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3150.0
Banana,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,6000.0
Ashgourd,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Amla (Nelli Kai),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,6750.0
Sweet Potato,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3000.0
Snakeguard,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3200.0
Chow Chow,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,2650.0
Ridgeguard (Tori),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,4300.0
Pear (Marasebu),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,15500.0
Mousambi (Sweet Lime),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Mashrooms,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Knool Khol,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Indian Beans (Seam),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,4750.0
Green Chilli,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Ginger (Green),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,6350.0
Elephant Yam (Suran)/Amorphophallus,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,2550.0
Raddish,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,2700.0
Cluster beans,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Cowpea (Veg),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3650.0
Cucumbar (Kheera),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Coriander (Leaves),Sulur (Uzhavar Sandhai ) APMC,Coimbatore,3800.0
Chow Chow,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,2600.0
Cauliflower,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,3700.0
Beans,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Banana - Green,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,3700.0
Banana,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,5750.0
Turnip,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Thondekai,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,4250.0
Sweet Potato,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Ridgeguard (Tori),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,4600.0
Onion,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Mousambi (Sweet Lime),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Mint (Pudina),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Mango (Raw-Ripe),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,10000.0
Lemon,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Guava,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Ginger (Green),Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,6500.0
Elephant Yam (Suran)/Amorphophallus,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Drumstick,Singanallur (Uzhavar Sandhai ) APMC,Coimbatore,11500.0
Drumstick,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,9500.0
Custard Apple (Sharifa),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Colacasia,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3600.0
Coconut,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,6100.0
Thondekai,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Tender Coconut,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Snakeguard,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3200.0
Ridgeguard (Tori),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Pumpkin,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,1750.0
Papaya,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Mint (Pudina),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Mashrooms,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,4500.0
Lime,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,13500.0
Knool Khol,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Guava,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Groundnut,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,7500.0
Green Avare (W),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Ginger (Green),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,6250.0
Elephant Yam (Suran)/Amorphophallus,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Cucumbar (Kheera),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Cluster beans,Udhagamandalam (Uzhavar Sandhai ) APMC,The Nilgiris,3750.0
Coriander (Leaves),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,4500.0
Colacasia,Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,4500.0
Yam (Ratalu),Mettupalayam (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Cucumbar (Kheera),Sulur (Uzhavar Sandhai ) APMC,Coimbatore,2700.0
Ashgourd,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Bhindi (Ladies Finger),Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,5000.0
Chikoos (Sapota),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Cauliflower,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,4200.0
Capsicum,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,6250.0
Bhindi (Ladies Finger),RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,5100.0
Beetroot,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,3400.0
Ashgourd,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,1900.0
Apple,RSPuram (Uzhavar Sandhai ) APMC,Coimbatore,21000.0
Yam (Ratalu),Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Thondekai,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,4500.0
Snakeguard,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Ridgeguard (Tori),Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Mint (Pudina),Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Lemon,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,6500.0
Green Chilli,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,5000.0
Elephant Yam (Suran)/Amorphophallus,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Cluster beans,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,4250.0
Chow Chow,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Cauliflower,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Bitter gourd,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,5000.0
Beetroot,Pollachi (Uzhavar Sandhai ) APMC,Coimbatore,4000.0
Bitter gourd,Vadalur (Uzhavar Sandhai ) APMC,Cuddalore,5000.0
Ginger (Green),Sulur (Uzhavar Sandhai ) APMC,Coimbatore,6500.0
Green Chilli,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Cluster beans,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,5000.0
Carrot,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Capsicum,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,6000.0
Brinjal,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,6500.0
Bitter gourd,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,6500.0
Banana - Green,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Amla (Nelli Kai),Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,7500.0
Raddish,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,2750.0
Coriander (Leaves),Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Onion Green,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,3750.0
Green Chilli,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,4750.0
Coconut,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,5500.0
Brinjal,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,4500.0
Banana - Green,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Pineapple,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Papaya,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,3000.0
Onion Green,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,2800.0
Mousambi (Sweet Lime),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,5500.0
Onion,Chidambaram (Uzhavar Sandhai ) APMC,Cuddalore,2750.0
Ginger (Green),Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,9000.0
Green Avare (W),Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,7500.0
Groundnut,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,6500.0
Tapioca,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Snakeguard,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Pumpkin,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,2000.0
Guava,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Carrot,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Bottle gourd,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Bhindi (Ladies Finger),Panruti (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Banana - Green,Panruti (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Sweet Potato,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,5500.0
Ridgeguard (Tori),Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,6500.0
Raddish,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,3000.0
Potato,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Papaya,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Onion,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,3150.0
Mango (Raw-Ripe),Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,13500.0
Lime,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Lemon,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,5500.0
Knool Khol,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,4000.0
Guava,Cuddalore (Uzhavar Sandhai ) APMC,Cuddalore,4500.0
Mint (Pudina),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Lime,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,12500.0
Knool Khol,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Green Peas,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Sweet Potato,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Snakeguard,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Onion Green,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,3000.0
Onion,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Mango (Raw-Ripe),Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,6500.0
Lemon,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,5750.0
Guava,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Ginger (Green),Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,6500.0
Drumstick,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,11500.0
Cucumbar (Kheera),Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,2750.0
Cluster beans,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,4250.0
Chow Chow,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Cabbage,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Bottle gourd,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,2250.0
Bitter gourd,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Beetroot,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Raddish,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,3000.0
Onion Green,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,3000.0
Green Peas,Sulur (Uzhavar Sandhai ) APMC,Coimbatore,5700.0
Thondekai,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,4250.0
Green Avare (W),Sulur (Uzhavar Sandhai ) APMC,Coimbatore,4700.0
Turnip,Sundarapuram (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Bhindi (Ladies Finger),Udumalpet APMC,Coimbatore,4400.0
Green Chilli,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,5250.0
Ginger (Green),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,6250.0
Cucumbar (Kheera),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,2800.0
Cowpea (Veg),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,3250.0
Coriander (Leaves),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,3750.0
Cauliflower,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,4200.0
Capsicum,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,6250.0
Cabbage,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,2200.0
Bhindi (Ladies Finger),Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,5200.0
Ashgourd,Vadavalli (Uzhavar Sandhai ) APMC,Coimbatore,1750.0
Yam (Ratalu),Udumalpet APMC,Coimbatore,5500.0
Sweet Potato,Udumalpet APMC,Coimbatore,3750.0
Snakeguard,Udumalpet APMC,Coimbatore,2750.0
Onion Green,Udumalpet APMC,Coimbatore,3400.0
Indian Beans (Seam),Udumalpet APMC,Coimbatore,5250.0
Ginger (Green),Udumalpet APMC,Coimbatore,7750.0
Cucumbar (Kheera),Udumalpet APMC,Coimbatore,5000.0
Coconut,Udumalpet APMC,Coimbatore,6200.0
Bitter gourd,Udumalpet APMC,Coimbatore,6000.0
Beetroot,Udumalpet APMC,Coimbatore,4000.0
Ashgourd,Usilampatti (Uzhavar Sandhai ) APMC,Madurai,2200.0
Raddish,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,2250.0
Sweet Potato,Periyar Nagar (Uzhavar Sandhai ) APMC,Erode,3750.0
Ashgourd,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,2200.0
Water Melon,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Tomato,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,1300.0
Rose (Local),Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,11000.0
Papaya,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Onion Green,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,3250.0
Mint (Pudina),Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Knool Khol,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Banana - Green,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,2450.0
Green Avare (W),Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,3500.0
Cowpea (Veg),Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,4250.0
Coriander (Leaves),Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Chow Chow,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Carrot,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,5250.0
Brinjal,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,1750.0
Bitter gourd,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,2750.0
Beans,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,4500.0
Banana,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,5500.0
Drumstick,Krishnagiri (Uzhavar Sandhai ) APMC,Krishnagiri,9000.0
Beans,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,6500.0
Betal Leaves,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,21000.0
Brinjal,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,3100.0
Thondekai,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,4250.0
Snakeguard,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,4250.0
Pumpkin,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,1900.0
Pomegranate,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,21000.0
Papaya,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,3500.0
Mango (Raw-Ripe),Anaiyur (Uzhavar Sandhai ) APMC,Madurai,6500.0
Lemon,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,6000.0
Knool Khol,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,3200.0
Guava,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,7500.0
Green Peas,Anaiyur (Uzhavar Sandhai ) APMC,Madurai,5750.0
